0;0.712799
1;0.708624
2;0.702281
3;0.696657
4;0.691671
5;0.687249
6;0.683327
7;0.679849
8;0.676764
9;0.674026
10;0.671597
11;0.66944
12;0.667526
13;0.665827
14;0.664317
15;0.662976
16;0.661784
17;0.660725
18;0.659783
19;0.658946
20;0.658201
21;0.657538
22;0.656948
23;0.656422
24;0.655954
25;0.655537
26;0.655165
27;0.654833
28;0.654537
29;0.654273
30;0.654037
31;0.653827
32;0.653638
33;0.65347
34;0.653319
35;0.653185
36;0.653064
37;0.652956
38;0.652859
39;0.652772
40;0.652693
41;0.652623
42;0.65256
43;0.652503
44;0.652452
45;0.652406
46;0.652365
47;0.652327
48;0.652294
49;0.652263
50;0.652236
51;0.652211
52;0.652188
53;0.652167
54;0.652149
55;0.652132
56;0.652117
57;0.652103
58;0.65209
59;0.652078
60;0.652068
61;0.652058
62;0.652049
63;0.652041
64;0.652034
65;0.652027
66;0.652021
67;0.652015
68;0.65201
69;0.652005
70;0.652001
71;0.651997
72;0.651993
73;0.651989
74;0.651986
75;0.651983
76;0.651981
77;0.651978
78;0.651976
79;0.651973
80;0.651971
81;0.65197
82;0.651968
83;0.651966
84;0.651965
85;0.651963
86;0.651962
87;0.651961
88;0.65196
89;0.651959
90;0.651958
91;0.651957
92;0.651956
93;0.651955
94;0.651954
95;0.651954
96;0.651953
97;0.651952
98;0.651952
99;0.651951
100;0.651951
101;0.65195
102;0.65195
103;0.651949
104;0.651949
105;0.651949
106;0.651948
107;0.651948
108;0.651948
109;0.651947
110;0.651947
111;0.651947
112;0.651947
113;0.651947
114;0.651946
115;0.651946
116;0.651946
117;0.651946
118;0.651946
119;0.651945
120;0.651945
121;0.651945
122;0.651945
123;0.651945
124;0.651945
125;0.651945
126;0.651945
127;0.651945
128;0.651944
129;0.651944
130;0.651944
131;0.651944
132;0.651944
133;0.651944
134;0.651944
135;0.651944
136;0.651944
137;0.651944
138;0.651944
139;0.651944
140;0.651944
141;0.651944
142;0.651944
143;0.651944
144;0.651944
145;0.651944
146;0.651944
147;0.651943
148;0.651943
149;0.651943
150;0.651943
151;0.651943
152;0.651943
153;0.651943
154;0.651943
155;0.651943
156;0.651943
