157;0.651943
158;0.651943
159;0.651943
160;0.651943
161;0.651943
162;0.651943
163;0.651943
164;0.651943
165;0.651943
166;0.651943
167;0.651943
168;0.651943
169;0.651943
170;0.651943
171;0.651943
172;0.651943
173;0.651943
174;0.651943
175;0.651943
176;0.651943
177;0.651943
178;0.651943
179;0.651943
180;0.651943
181;0.651943
182;0.651943
183;0.651943
184;0.651943
185;0.651943
186;0.651943
187;0.651943
188;0.651943
189;0.651943
190;0.651943
191;0.651943
192;0.651943
193;0.651943
194;0.651943
195;0.651943
196;0.651943
197;0.651943
198;0.651943
199;0.651943
200;0.651943
201;0.651943
202;0.651943
203;0.651943
204;0.651943
205;0.651943
206;0.651943
207;0.651943
208;0.651943
209;0.651943
210;0.651943
211;0.651943
212;0.651943
213;0.651943
214;0.651943
215;0.651943
216;0.651943
217;0.651943
218;0.651943
219;0.651943
220;0.651943
221;0.651943
222;0.651943
223;0.651943
224;0.651943
225;0.651943
226;0.651943
227;0.651943
228;0.651943
229;0.651943
230;0.651943
231;0.651943
232;0.651943
233;0.651943
234;0.651943
235;0.651943
236;0.651943
237;0.651943
238;0.651943
239;0.651943
240;0.651943
241;0.651943
242;0.651943
243;0.651943
244;0.651943
245;0.651943
246;0.651943
247;0.651943
248;0.651943
249;0.651943
250;0.651943
251;0.651943
252;0.651943
253;0.651943
254;0.651943
255;0.651943
256;0.651943
257;0.651943
258;0.651943
259;0.651943
260;0.651943
261;0.651943
262;0.651943
263;0.651943
264;0.651943
265;0.651943
266;0.651943
267;0.651943
268;0.651943
269;0.651943
270;0.651943
271;0.651943
272;0.651943
273;0.651943
274;0.651943
275;0.651943
276;0.651943
277;0.651943
278;0.651943
279;0.651943
280;0.651943
281;0.651943
282;0.651943
283;0.651943
284;0.651943
285;0.651943
286;0.651943
287;0.651943
288;0.651943
289;0.651943
290;0.651943
291;0.651943
292;0.651943
293;0.651943
294;0.651943
295;0.651943
296;0.651943
297;0.651943
298;0.651943
299;0.651943
300;0.651943
301;0.651943
302;0.651943
303;0.651943
304;0.651943
305;0.651943
306;0.651943
307;0.651943
308;0.651943
309;0.651943
310;0.651943
311;0.651943
312;0.651943
313;0.651943
314;0.651943
315;0.651943
316;0.651943
317;0.651943
318;0.651943
319;0.651943
320;0.651943
321;0.651943
322;0.651943
323;0.651943
324;0.651943
325;0.651943
326;0.651943
327;0.651943
328;0.651943
329;0.651943
330;0.651943
331;0.651943
332;0.651943
333;0.651943
334;0.651943
335;0.651943
336;0.651943
337;0.651943
338;0.651943
339;0.651943
340;0.651943
341;0.651943
342;0.651943
343;0.651943
344;0.651943
345;0.651943
346;0.651943
347;0.651943
348;0.651943
349;0.651943
350;0.651943
351;0.651943
352;0.651943
353;0.651943
354;0.651943
355;0.651943
356;0.651943
357;0.651943
358;0.651943
359;0.651943
360;0.651943
361;0.651943
362;0.651943
363;0.651943
364;0.651943
365;0.651943
366;0.651943
367;0.651943
368;0.651943
369;0.651943
370;0.651943
371;0.651943
372;0.651943
373;0.651943
374;0.651943
375;0.651943
376;0.651943
377;0.651943
378;0.651943
379;0.651943
380;0.651943
381;0.651943
382;0.651943
383;0.651943
384;0.651943
385;0.651943
386;0.651943
387;0.651943
388;0.651943
389;0.651943
390;0.651943
391;0.651943
392;0.651943
393;0.651943
394;0.651943
395;0.651943
396;0.651943
397;0.651943
398;0.651943
399;0.651943
400;0.651943
401;0.651943
402;0.651943
403;0.651943
404;0.651943
405;0.651943
406;0.651943
407;0.651943
408;0.651943
409;0.651943
410;0.651943
411;0.651943
412;0.651943
413;0.651943
414;0.651943
415;0.651943
416;0.651943
417;0.651943
418;0.651943
419;0.651943
420;0.651943
421;0.651943
422;0.651943
423;0.651943
